anio;mes;pais_cod;pais_descri;fob
2022;02;142;UGANDA;10183572.17
2021;10;142;UGANDA;4070525.9
2021;07;144;ZAMBIA;91975
2021;08;144;ZAMBIA;31356.65
2021;02;144;ZAMBIA;247500
2022;08;144;ZAMBIA;101000
2022;10;144;ZAMBIA;1483.75
2021;06;144;ZAMBIA;372500
2021;10;144;ZAMBIA;15866
2022;02;144;ZAMBIA;10
2021;04;144;ZAMBIA;173750
2022;09;144;ZAMBIA;126750
2022;11;144;ZAMBIA;189760.34
2022;04;144;ZAMBIA;6
2021;11;144;ZAMBIA;264996
2022;03;144;ZAMBIA;6
2022;05;144;ZAMBIA;101000
2021;12;144;ZAMBIA;50
2021;05;144;ZAMBIA;193750
2021;03;144;ZAMBIA;173820
2022;07;144;ZAMBIA;40
2022;01;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;63793.1
2022;02;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;61628.5
2022;09;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;95174.09
2022;10;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;965953.5
2022;04;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;126914.9
2022;03;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;4084846.2
2021;05;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;73840
2021;08;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;54792.5
2021;04;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;2967650.37
2021;03;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;181235.12
2022;11;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;60765.71
2021;10;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;433893.88
2022;07;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;242557.61
2021;06;147;TERRITORIOS VINCULADOS A FRANCIA DEL SUR;220870.24
2022;11;149;ANGOLA;9539013.59
2021;06;149;ANGOLA;813905.05
2021;08;149;ANGOLA;8052746.57
2021;11;149;ANGOLA;10903801.07
2021;10;149;ANGOLA;8169301.15
2021;12;149;ANGOLA;28574052.51
2021;07;149;ANGOLA;1899200.74
2022;06;149;ANGOLA;7425470.01
2022;08;149;ANGOLA;15427539.06
2021;05;149;ANGOLA;15275801.53
2022;04;149;ANGOLA;21269891.36
2021;04;149;ANGOLA;14148423.33
2022;05;149;ANGOLA;9351644.84
2022;09;149;ANGOLA;5978559.32
2022;07;149;ANGOLA;2377533.27
2021;09;149;ANGOLA;1806302.65
2021;03;149;ANGOLA;1556667.68
2022;01;149;ANGOLA;15510192.35
2022;10;149;ANGOLA;3729560.8
2022;03;149;ANGOLA;8498527.68
2021;02;149;ANGOLA;1698290.09
2022;02;149;ANGOLA;31147628.69
2021;01;149;ANGOLA;3342481.01
2021;06;150;CABO VERDE;193703.4
2021;01;150;CABO VERDE;770000
2021;02;150;CABO VERDE;14000
2022;10;150;CABO VERDE;1719775
2022;05;150;CABO VERDE;94040
2021;04;150;CABO VERDE;2842173.65
2022;07;150;CABO VERDE;3147401
2022;04;150;CABO VERDE;1832000
2021;12;150;CABO VERDE;42360
2022;03;150;CABO VERDE;3545500
2022;01;150;CABO VERDE;2300294
2021;08;150;CABO VERDE;2245100
2021;12;151;MOZAMBIQUE;15213222.6
2021;01;151;MOZAMBIQUE;29611559.92
2022;11;151;MOZAMBIQUE;10232095.77
2022;02;151;MOZAMBIQUE;8430605.31
2021;07;151;MOZAMBIQUE;5289172.34
2021;11;151;MOZAMBIQUE;14575755.1
2021;08;151;MOZAMBIQUE;21511694.47
2021;02;151;MOZAMBIQUE;10955763.32
2021;05;151;MOZAMBIQUE;23598524.08
2022;10;151;MOZAMBIQUE;10590027.14
2022;03;151;MOZAMBIQUE;5126890.82
2022;07;151;MOZAMBIQUE;40165732.69
2021;06;151;MOZAMBIQUE;8083660.93
2021;09;151;MOZAMBIQUE;49647046.61
2021;03;151;MOZAMBIQUE;24615514.32
2021;04;151;MOZAMBIQUE;5703025.87
2022;09;151;MOZAMBIQUE;34192069.72
2022;01;151;MOZAMBIQUE;23001355.8
2022;05;151;MOZAMBIQUE;32347657.17
2022;06;151;MOZAMBIQUE;25491382.5
2022;08;151;MOZAMBIQUE;37426143.32
2022;04;151;MOZAMBIQUE;8089713.6
2021;10;151;MOZAMBIQUE;27411488.42
2021;12;152;SEYCHELLES;86340.13
2021;10;152;SEYCHELLES;21478
2021;01;152;SEYCHELLES;59132.32
2021;02;152;SEYCHELLES;24045
2021;03;153;DJIBOUTI;148280
2021;06;153;DJIBOUTI;557090
2021;08;153;DJIBOUTI;189777.85
2021;01;153;DJIBOUTI;142240
2022;02;153;DJIBOUTI;436800
2022;09;153;DJIBOUTI;211010.75
2022;03;153;DJIBOUTI;456225
2022;05;153;DJIBOUTI;76200
2022;04;153;DJIBOUTI;378545
2022;06;153;DJIBOUTI;17804.34
2021;02;153;DJIBOUTI;293880
2021;04;153;DJIBOUTI;15922.5
2022;01;155;COMORAS;26500
2021;01;155;COMORAS;57200
2021;04;155;COMORAS;83435
2021;03;155;COMORAS;26235
2021;11;155;COMORAS;50440
2021;02;155;COMORAS;84475
2022;09;156;GUINEA BISSAU;80392.47
2021;05;156;GUINEA BISSAU;28800
2022;06;156;GUINEA BISSAU;47600
2021;01;156;GUINEA BISSAU;28800
2021;07;156;GUINEA BISSAU;18336
2021;09;158;NAMIBIA;19832
2021;02;158;NAMIBIA;120536
2022;08;158;NAMIBIA;35182
2021;04;158;NAMIBIA;48758
2022;10;158;NAMIBIA;304301.52
2022;09;158;NAMIBIA;26567
2021;11;158;NAMIBIA;84519
2021;06;158;NAMIBIA;45136
2021;07;158;NAMIBIA;96302.6
2022;01;158;NAMIBIA;155898.75
2022;06;158;NAMIBIA;228024
2021;05;158;NAMIBIA;288911.71
2021;12;158;NAMIBIA;43157
2022;07;158;NAMIBIA;66941
2021;10;158;NAMIBIA;39840.56
2022;04;158;NAMIBIA;37300
2022;11;158;NAMIBIA;22957.36
2021;08;158;NAMIBIA;96929.96
2021;01;158;NAMIBIA;41690
2022;03;158;NAMIBIA;58273.3
2022;02;158;NAMIBIA;18475
2022;01;159;SUDAFRICA;88316919.96
2022;10;159;SUDAFRICA;32554027.55
2021;09;159;SUDAFRICA;32545524.43
2022;11;159;SUDAFRICA;10238255.44
2022;06;159;SUDAFRICA;44170641.96
2022;09;159;SUDAFRICA;12984387.87
2021;01;159;SUDAFRICA;57422205.14
2021;07;159;SUDAFRICA;40599633.76
2021;03;159;SUDAFRICA;38861786.3
2021;11;159;SUDAFRICA;47921681.41
2021;05;159;SUDAFRICA;41658656.16
2022;05;159;SUDAFRICA;22393575.8
2021;10;159;SUDAFRICA;41768848.2
2022;04;159;SUDAFRICA;59698976.91
2022;07;159;SUDAFRICA;22660553.37
2021;02;159;SUDAFRICA;29412257.91
2022;03;159;SUDAFRICA;50099600.34
2021;12;159;SUDAFRICA;25698109.46
2022;08;159;SUDAFRICA;44291213.03
2021;08;159;SUDAFRICA;37048937.75
2022;02;159;SUDAFRICA;31746903.61
2021;04;159;SUDAFRICA;36731173.34
2021;06;159;SUDAFRICA;23143011.94
2022;01;161;ETIOPIA;24890513.5
2022;05;161;ETIOPIA;225200
2022;04;161;ETIOPIA;72800
2022;09;161;ETIOPIA;35975.14
2021;01;161;ETIOPIA;53831.2
2022;02;161;ETIOPIA;21761489.21
2021;05;161;ETIOPIA;900
2021;12;161;ETIOPIA;15510
2022;03;161;ETIOPIA;77600
2022;02;162;SUDAN;48527.73
2021;06;162;SUDAN;119000
2022;11;162;SUDAN;1141269.04
2022;06;162;SUDAN;17500
2022;09;162;SUDAN;85860
2022;08;162;SUDAN;58520
2022;07;162;SUDAN;27500
2021;07;162;SUDAN;348730
2021;09;162;SUDAN;774386.61
2021;10;162;SUDAN;87049
2021;08;162;SUDAN;624509.91
2022;03;162;SUDAN;30773.75
2022;04;162;SUDAN;310071.05
2021;04;162;SUDAN;27493.75
2022;07;163;SUDAN DEL SUR;161025.84
2022;08;163;SUDAN DEL SUR;22200
2022;11;163;SUDAN DEL SUR;18938.91
2022;09;163;SUDAN DEL SUR;210700
2021;03;163;SUDAN DEL SUR;54500
2022;03;163;SUDAN DEL SUR;28340
2021;07;163;SUDAN DEL SUR;473044.2
2022;06;200;ARGENTINA;320706.86
2021;10;201;BARBADOS;23898.49
2022;01;201;BARBADOS;10069.9
2021;11;201;BARBADOS;159080.59
2021;09;201;BARBADOS;99368.61
2022;06;201;BARBADOS;234321.89
2022;10;201;BARBADOS;160848.32
2022;04;201;BARBADOS;27900.65
2021;12;201;BARBADOS;316065.46
2021;01;201;BARBADOS;10817.32
2022;03;201;BARBADOS;91957.43
2022;02;201;BARBADOS;96663.86
2022;07;201;BARBADOS;119343.12
2021;03;201;BARBADOS;72249.34
2021;05;201;BARBADOS;24929.06
2021;07;201;BARBADOS;24941.9
2021;02;201;BARBADOS;2351
2022;08;201;BARBADOS;251039.77
2022;09;201;BARBADOS;67123.89
2021;04;201;BARBADOS;37558.75
2022;06;202;BOLIVIA;46095531.39
2021;12;202;BOLIVIA;51960498.65
2021;10;202;BOLIVIA;47003139.68
2022;07;202;BOLIVIA;44053371.55
2021;02;202;BOLIVIA;48105967.34
2022;08;202;BOLIVIA;43624261.3
2021;11;202;BOLIVIA;44918359.47
2021;06;202;BOLIVIA;46453130.97
2021;05;202;BOLIVIA;35636956.55
2022;04;202;BOLIVIA;41900217.61
2021;03;202;BOLIVIA;57303502.42
2021;01;202;BOLIVIA;44875980.91
2022;01;202;BOLIVIA;39523501.04
2021;09;202;BOLIVIA;50207076.22
2022;05;202;BOLIVIA;48689283.5
2022;03;202;BOLIVIA;56206776.63
2021;07;202;BOLIVIA;44086008.92
2021;08;202;BOLIVIA;50378172.43
2022;10;202;BOLIVIA;46364864.41
2022;09;202;BOLIVIA;49151865.09
2022;02;202;BOLIVIA;40867418.18
2021;04;202;BOLIVIA;43693526.62
2022;11;202;BOLIVIA;47529890.04
2022;01;203;BRASIL;674518957.89
2021;12;203;BRASIL;1073598996.6
2022;08;203;BRASIL;1177016070.5
2022;11;203;BRASIL;1143595895.5
2021;10;203;BRASIL;1114102779.9
2021;08;203;BRASIL;1191408135.7
2022;09;203;BRASIL;1213463381.2
2021;07;203;BRASIL;937565565.61
2022;07;203;BRASIL;1135987678.1
2021;03;203;BRASIL;828591884.6
2022;02;203;BRASIL;788897830.84
2021;09;203;BRASIL;1299384366.6
2021;05;203;BRASIL;837016201.97
2021;06;203;BRASIL;971837822.28
2022;06;203;BRASIL;1225467189.1
2022;05;203;BRASIL;1035918888.8
2022;03;203;BRASIL;986129604.86
2022;04;203;BRASIL;1101624929.3
2021;11;203;BRASIL;1197103839.5
2021;01;203;BRASIL;816322552.33
2022;10;203;BRASIL;1116809191.9
2021;02;203;BRASIL;773904926.27
2021;04;203;BRASIL;727313984.56
2021;07;204;CANADA;53010741.09
2021;05;204;CANADA;68220531.57
2021;12;204;CANADA;60027735.77
2022;01;204;CANADA;51780343.16
2021;10;204;CANADA;104428166.16
2021;09;204;CANADA;78058922.35
2022;06;204;CANADA;81508899.68
2022;11;204;CANADA;68699901.84
2022;07;204;CANADA;94737980.92
2022;10;204;CANADA;117876193.8
2021;08;204;CANADA;68380995.86
2021;01;204;CANADA;56596486.55
2022;08;204;CANADA;55452190.39
2021;02;204;CANADA;39843160.41
2021;03;204;CANADA;38826802.09
2021;11;204;CANADA;52074759.98
2022;04;204;CANADA;41575668.79
2022;05;204;CANADA;70911754
2021;06;204;CANADA;42830567.67
2022;03;204;CANADA;71279212.14
2022;09;204;CANADA;112868315.02
2022;02;204;CANADA;42045492.34
2021;04;204;CANADA;42665566.19
2022;01;205;COLOMBIA;64333035.13
2021;11;205;COLOMBIA;83801819.39
2021;07;205;COLOMBIA;175189113.45
2021;01;205;COLOMBIA;27638603.12
2022;11;205;COLOMBIA;150227731
2021;12;205;COLOMBIA;94051245.86
2022;10;205;COLOMBIA;111262934.63
2022;05;205;COLOMBIA;96262518.76
2021;02;205;COLOMBIA;53822869.54
2022;08;205;COLOMBIA;138656260.27
2021;08;205;COLOMBIA;134723785.64
2021;05;205;COLOMBIA;61682096.1
2022;03;205;COLOMBIA;84288169.1
2022;02;205;COLOMBIA;86867474.59
2022;06;205;COLOMBIA;87741345.32
2022;04;205;COLOMBIA;111568611.94
2021;03;205;COLOMBIA;49433583.3
2021;09;205;COLOMBIA;123220505.7
2021;10;205;COLOMBIA;82980847.24
2021;06;205;COLOMBIA;134697652.43
2022;09;205;COLOMBIA;182350173.18
2022;07;205;COLOMBIA;152896714.94
2021;04;205;COLOMBIA;108637314.13
2021;11;206;COSTA RICA;6469961
2022;10;206;COSTA RICA;14005704.39
2022;07;206;COSTA RICA;21720924.67
2022;05;206;COSTA RICA;15244003.79
2021;02;206;COSTA RICA;6632759.51
2021;07;206;COSTA RICA;9025244.75
2021;01;206;COSTA RICA;8851346.33
2022;08;206;COSTA RICA;15931587.73
2022;06;206;COSTA RICA;18135444.12
2021;03;206;COSTA RICA;6197207.63
2022;04;206;COSTA RICA;10648416.49
2021;06;206;COSTA RICA;5068999.72
2022;11;206;COSTA RICA;14663775.71
2021;10;206;COSTA RICA;8516439.35
2021;08;206;COSTA RICA;9526102.64
2021;05;206;COSTA RICA;7376655.1
2021;09;206;COSTA RICA;10101361.77
2022;01;206;COSTA RICA;5478380.7
2022;03;206;COSTA RICA;9800640.35
2022;09;206;COSTA RICA;9134221.81
2021;12;206;COSTA RICA;10812163.53
2022;02;206;COSTA RICA;8103552.15
2021;04;206;COSTA RICA;3516918.95
2022;01;207;CUBA;18690719.21
2022;05;207;CUBA;24440720.97
2022;11;207;CUBA;3183960.11
2021;07;207;CUBA;9047480.5
2022;09;207;CUBA;30748581.96
2021;01;207;CUBA;46620917.18
2021;11;207;CUBA;22655204.3
2022;08;207;CUBA;21810416.38
2021;08;207;CUBA;30436094.12
2022;07;207;CUBA;22940714.42
2021;10;207;CUBA;16131402.33
2022;06;207;CUBA;25087807.27
2021;09;207;CUBA;16969674.21
2021;05;207;CUBA;8532455.81
2021;02;207;CUBA;49403255.15
2022;04;207;CUBA;2144501.78
2021;03;207;CUBA;32975657.75
2022;02;207;CUBA;23673605.07
2022;03;207;CUBA;36027227.93
2021;12;207;CUBA;37588490.01
2022;10;207;CUBA;15867518.15
2021;04;207;CUBA;34745545.92
2021;06;207;CUBA;23887131.89
2021;07;208;CHILE;359967593.13
2022;11;208;CHILE;352863060.77
2022;01;208;CHILE;421180998.46
2022;06;208;CHILE;371244994.89
2021;11;208;CHILE;457228781.75
2022;04;208;CHILE;439907038.37
2021;06;208;CHILE;313228754.23
2022;09;208;CHILE;413069136.35
2021;02;208;CHILE;229343512.86
2022;10;208;CHILE;420247489.28
2021;09;208;CHILE;423103110.6
2021;12;208;CHILE;447382364.35
2022;07;208;CHILE;332262444.45
2021;05;208;CHILE;354477105.41
2022;05;208;CHILE;506229829.98
2021;08;208;CHILE;360234809.95
2021;03;208;CHILE;278493349.09
2022;03;208;CHILE;494604033.95
2021;10;208;CHILE;419570460.97
2021;01;208;CHILE;236511164.08
2022;02;208;CHILE;394971505.81
2021;04;208;CHILE;326896032.91
2022;08;208;CHILE;431489467.69
2022;01;209;REPUBLICA DOMINICANA;8502070.05
2021;01;209;REPUBLICA DOMINICANA;4533284.69
2022;07;209;REPUBLICA DOMINICANA;57409179.69
2022;11;209;REPUBLICA DOMINICANA;42802721.49
2022;06;209;REPUBLICA DOMINICANA;71057306.82
2021;11;209;REPUBLICA DOMINICANA;28942795.07
2022;09;209;REPUBLICA DOMINICANA;53768944.79
2022;10;209;REPUBLICA DOMINICANA;55253501.91
2022;08;209;REPUBLICA DOMINICANA;70814651.69
2021;07;209;REPUBLICA DOMINICANA;36627816.91
2022;05;209;REPUBLICA DOMINICANA;32156185.77
2021;09;209;REPUBLICA DOMINICANA;25811159.12
2021;05;209;REPUBLICA DOMINICANA;36072922.62
2021;12;209;REPUBLICA DOMINICANA;13728137.62
2021;03;209;REPUBLICA DOMINICANA;22762245.21
2022;04;209;REPUBLICA DOMINICANA;36785037.03
2021;08;209;REPUBLICA DOMINICANA;44471579.25
2021;10;209;REPUBLICA DOMINICANA;26255698.93
2022;03;209;REPUBLICA DOMINICANA;36166404.84
2021;06;209;REPUBLICA DOMINICANA;61618697.82
2022;02;209;REPUBLICA DOMINICANA;20262403.65
2021;04;209;REPUBLICA DOMINICANA;20684386.14
2021;02;209;REPUBLICA DOMINICANA;6623149.59
2021;07;210;ECUADOR;30470158.77
2022;05;210;ECUADOR;50304967.37
2022;09;210;ECUADOR;49205199.08
2022;10;210;ECUADOR;36896049.59
2021;06;210;ECUADOR;39480588.11
2021;03;210;ECUADOR;79555586.57
2022;08;210;ECUADOR;74231758.18
2021;12;210;ECUADOR;66674404.01
2022;11;210;ECUADOR;55338632.78
2022;07;210;ECUADOR;34805853.05
2021;11;210;ECUADOR;44773816.19
2021;01;210;ECUADOR;39006488.45
2021;10;210;ECUADOR;39539464.5
2021;05;210;ECUADOR;40926792.35
2021;09;210;ECUADOR;32947237.87
2022;04;210;ECUADOR;46381599.46
2021;08;210;ECUADOR;39467421.74
2022;03;210;ECUADOR;72496499
2021;02;210;ECUADOR;11706321.12
2022;06;210;ECUADOR;46944136.49
2022;01;210;ECUADOR;63523229.21
2022;02;210;ECUADOR;61043176.67
2021;04;210;ECUADOR;39660183.4
2021;07;211;EL SALVADOR;6660097.32
2022;01;211;EL SALVADOR;5874853.1
2021;02;211;EL SALVADOR;3221008.47
2021;03;211;EL SALVADOR;4626921.22
2021;06;211;EL SALVADOR;3416762.87
2022;10;211;EL SALVADOR;13168864.66
2022;09;211;EL SALVADOR;3580103.77
2022;08;211;EL SALVADOR;5226874.55
2022;11;211;EL SALVADOR;8287905.34
2021;11;211;EL SALVADOR;4113783.7
2022;07;211;EL SALVADOR;4452280.63
2021;05;211;EL SALVADOR;7685030.32
2022;06;211;EL SALVADOR;4969558.58
2022;05;211;EL SALVADOR;4707350.68
2021;01;211;EL SALVADOR;2287807.22
2021;09;211;EL SALVADOR;8308295.62
2022;04;211;EL SALVADOR;6253185.94
2021;12;211;EL SALVADOR;5929967.05
2022;03;211;EL SALVADOR;4169845.3
2022;02;211;EL SALVADOR;4341886.06
2021;08;211;EL SALVADOR;4709335.54
2021;04;211;EL SALVADOR;1548949.68
2021;10;211;EL SALVADOR;4128136.56
2021;07;212;ESTADOS UNIDOS;333449884.83
2022;01;212;ESTADOS UNIDOS;250130315.28
2021;02;212;ESTADOS UNIDOS;307203273.52
2021;06;212;ESTADOS UNIDOS;632210932.43
2021;01;212;ESTADOS UNIDOS;270991841.14
2022;09;212;ESTADOS UNIDOS;702974049.12
2021;12;212;ESTADOS UNIDOS;619995486.43
2021;08;212;ESTADOS UNIDOS;533622392.63
2021;10;212;ESTADOS UNIDOS;483572718.43
2022;06;212;ESTADOS UNIDOS;745098741.58
2021;05;212;ESTADOS UNIDOS;443015918.02
2022;08;212;ESTADOS UNIDOS;644346515.62
2022;05;212;ESTADOS UNIDOS;545062471.09
2022;11;212;ESTADOS UNIDOS;373624397.42
2022;07;212;ESTADOS UNIDOS;424654043.93
2021;09;212;ESTADOS UNIDOS;382687511.04
2022;03;212;ESTADOS UNIDOS;626425764.75
2022;10;212;ESTADOS UNIDOS;642869928.53
2021;03;212;ESTADOS UNIDOS;298332618.12
2022;04;212;ESTADOS UNIDOS;664871948.05
2021;11;212;ESTADOS UNIDOS;363210545.94
2022;02;212;ESTADOS UNIDOS;578756127.84
2021;04;212;ESTADOS UNIDOS;330589346.97
2021;07;213;GUATEMALA;40059369.36
2022;01;213;GUATEMALA;11270880.01
2021;12;213;GUATEMALA;8666969.24
2022;08;213;GUATEMALA;13426512.7
2022;07;213;GUATEMALA;18803918.48
2022;11;213;GUATEMALA;21169649.15
2021;08;213;GUATEMALA;24509665.58
2021;03;213;GUATEMALA;16404076.62
2021;11;213;GUATEMALA;13082774.87
2021;06;213;GUATEMALA;8320585.74
2022;09;213;GUATEMALA;23694222.16
2021;10;213;GUATEMALA;19121536.29
2022;02;213;GUATEMALA;21984725.77
2021;09;213;GUATEMALA;42033161.77
2021;01;213;GUATEMALA;9953724.98
2021;05;213;GUATEMALA;23828601.36
2022;06;213;GUATEMALA;41454532.75
2022;10;213;GUATEMALA;34965637.84
2022;04;213;GUATEMALA;22032599.05
2022;05;213;GUATEMALA;41836520.19
2021;02;213;GUATEMALA;12738695.19
2021;04;213;GUATEMALA;12938937.63
2022;03;213;GUATEMALA;32133712.16
2022;01;214;GUYANA;40236.77
2021;07;214;GUYANA;520792.61
2021;08;214;GUYANA;212791.44
2022;07;214;GUYANA;881319.14
2022;08;214;GUYANA;585725.29
2021;12;214;GUYANA;769654.76
2021;04;214;GUYANA;162520.48
2022;10;214;GUYANA;422805.02
2021;06;214;GUYANA;457847
2022;11;214;GUYANA;155795.75
2022;09;214;GUYANA;167485.81
2022;06;214;GUYANA;807028.64
2021;05;214;GUYANA;379820.29
2021;09;214;GUYANA;1114498.23
2022;05;214;GUYANA;663288.24
2021;11;214;GUYANA;94265.07
2022;04;214;GUYANA;719531.25
2021;01;214;GUYANA;314733.58
2021;10;214;GUYANA;972709.98
2022;03;214;GUYANA;460393.08
2021;02;214;GUYANA;277349.87
2022;02;214;GUYANA;375350.61
2021;03;214;GUYANA;116780.72
2021;07;215;HAITI;869724.57
2022;02;215;HAITI;994252.08
2022;01;215;HAITI;8490429
2021;01;215;HAITI;538080.09
2021;09;215;HAITI;572024.12
2022;03;215;HAITI;858058.16
2021;10;215;HAITI;1151128.49
2021;06;215;HAITI;1948262.73
2022;09;215;HAITI;233282
2021;03;215;HAITI;598493.12
2022;08;215;HAITI;859748.37
2022;07;215;HAITI;484730.92
2021;02;215;HAITI;947976.79
2022;06;215;HAITI;1136352.46
2021;05;215;HAITI;725837.49
2022;05;215;HAITI;8975691.76
2022;04;215;HAITI;1050525.59
2022;10;215;HAITI;169554.35
2021;08;215;HAITI;536908.96
2021;04;215;HAITI;1627847.94
2021;11;215;HAITI;815455.8
2022;11;215;HAITI;276780.62
2021;12;215;HAITI;329518.51
2021;07;216;HONDURAS;8015418.5
2022;01;216;HONDURAS;4449651.43
2021;01;216;HONDURAS;3707365.35
2021;10;216;HONDURAS;6514609.77
2022;07;216;HONDURAS;8874174.26
2021;02;216;HONDURAS;4148427.97
2021;03;216;HONDURAS;4530231.03
2021;06;216;HONDURAS;1264904.44
2022;11;216;HONDURAS;10864518.04
2021;09;216;HONDURAS;8604009.34
2021;04;216;HONDURAS;1101735.14
2021;11;216;HONDURAS;6010789.15
2021;05;216;HONDURAS;8570556.68
2022;05;216;HONDURAS;16136735.57
2022;08;216;HONDURAS;5408393.91
2022;09;216;HONDURAS;7403437.92
2021;12;216;HONDURAS;2809740.63
2022;04;216;HONDURAS;4990585.4
2021;08;216;HONDURAS;6949008.55
2022;10;216;HONDURAS;9962830.93
2022;06;216;HONDURAS;9291252.5
2022;03;216;HONDURAS;7076178.39
2022;02;216;HONDURAS;5887796.46
2021;07;217;JAMAICA;145016.7
2022;01;217;JAMAICA;78385.45
2021;01;217;JAMAICA;288195.91
2021;10;217;JAMAICA;230747.35
2022;03;217;JAMAICA;224437.3
2022;11;217;JAMAICA;475458.44
2021;02;217;JAMAICA;143550.08
2021;09;217;JAMAICA;4879845.25
2021;06;217;JAMAICA;129043.09
2021;11;217;JAMAICA;298349.4
2022;09;217;JAMAICA;4745979
2021;12;217;JAMAICA;209093.8
2022;08;217;JAMAICA;10245389.77
2021;03;217;JAMAICA;119632.65
2022;07;217;JAMAICA;832209.9
2022;06;217;JAMAICA;3174088.28
2021;05;217;JAMAICA;338137.88
2022;05;217;JAMAICA;462830.05
2022;10;217;JAMAICA;5049443.59
2022;04;217;JAMAICA;148381.08
2021;08;217;JAMAICA;709949.99
2021;04;217;JAMAICA;643799
2022;02;217;JAMAICA;139893.27
2021;07;218;MEXICO;73255613.92
2022;10;218;MEXICO;84795070.33
2021;01;218;MEXICO;39423036.57
2021;11;218;MEXICO;66322920.09
2022;11;218;MEXICO;69812421.94
2021;03;218;MEXICO;34052621.79
2021;10;218;MEXICO;69535738.3
2022;01;218;MEXICO;59528683.7
2021;06;218;MEXICO;57767248.29
2021;02;218;MEXICO;27260689.32
2022;07;218;MEXICO;84630616.08
2022;06;218;MEXICO;87959828.84
2021;09;218;MEXICO;54205390.4
2022;05;218;MEXICO;130537468.97
2021;12;218;MEXICO;57067988.52
2022;08;218;MEXICO;80887148.02
2021;05;218;MEXICO;48891370.55
2022;04;218;MEXICO;86669733.7
2021;08;218;MEXICO;121274142.77
2021;04;218;MEXICO;47118020.48
2022;03;218;MEXICO;84510722.58
2022;09;218;MEXICO;166700930.1
2022;02;218;MEXICO;54359902.06
2021;07;219;NICARAGUA;6379615.54
2021;01;219;NICARAGUA;5282396.61
2022;01;219;NICARAGUA;6442121.86
2021;03;219;NICARAGUA;6801548.21
2022;02;219;NICARAGUA;5327191.29
2021;10;219;NICARAGUA;5945765.66
2021;06;219;NICARAGUA;3444939.07
2021;11;219;NICARAGUA;5940795.21
2022;09;219;NICARAGUA;3775568.3
2021;02;219;NICARAGUA;5446388.89
2021;05;219;NICARAGUA;9532023.13
2022;08;219;NICARAGUA;10275600.7
2021;12;219;NICARAGUA;3602297.77
2022;07;219;NICARAGUA;13253086.12
2021;09;219;NICARAGUA;8665106.07
2022;11;219;NICARAGUA;11673057.76
2022;06;219;NICARAGUA;15485206
2022;05;219;NICARAGUA;21905047.26
2022;04;219;NICARAGUA;12149385.41
2022;10;219;NICARAGUA;17188784.38
2021;08;219;NICARAGUA;7476106.22
2022;03;219;NICARAGUA;7733798.17
2021;04;219;NICARAGUA;955033.69
2021;02;220;PANAMA;7921498.67
2021;01;220;PANAMA;10392696.36
2021;07;220;PANAMA;18745918.51
2022;04;220;PANAMA;14896699.09
2022;01;220;PANAMA;9223069.27
2022;11;220;PANAMA;15134685.18
2021;05;220;PANAMA;18233910.38
2021;11;220;PANAMA;8914623.12
2022;07;220;PANAMA;21932178.83
2021;06;220;PANAMA;6879576.49
2022;10;220;PANAMA;25232166.86
2021;10;220;PANAMA;18340532.04
2021;03;220;PANAMA;11469518.85
2021;09;220;PANAMA;13018343.46
2022;05;220;PANAMA;24468901.84
2021;12;220;PANAMA;15311507.4
2022;06;220;PANAMA;25222909.89
2022;09;220;PANAMA;21179382.97
2021;08;220;PANAMA;20486846.9
2022;03;220;PANAMA;20426629.59
2021;04;220;PANAMA;7640896.06
2022;02;220;PANAMA;6170571.88
2022;08;220;PANAMA;27474310.15
2021;07;221;PARAGUAY;177923055.62
2022;05;221;PARAGUAY;91178263.1
2022;01;221;PARAGUAY;86321242.33
2022;10;221;PARAGUAY;107357107.65
2022;11;221;PARAGUAY;89821283.51
2021;06;221;PARAGUAY;97968777.03
2022;03;221;PARAGUAY;98192833.09
2021;03;221;PARAGUAY;96983052.97
2021;02;221;PARAGUAY;82170189.91
2022;07;221;PARAGUAY;218624174.5
2021;10;221;PARAGUAY;108384454.85
2021;05;221;PARAGUAY;86265773.55
2022;06;221;PARAGUAY;122187180.22
2021;09;221;PARAGUAY;137818237.92
2021;12;221;PARAGUAY;103178471.43
2022;09;221;PARAGUAY;93649355.69
2022;04;221;PARAGUAY;126812152.46
2021;08;221;PARAGUAY;114147572.18
2021;11;221;PARAGUAY;144773859.71
2022;08;221;PARAGUAY;95474876.28
2022;02;221;PARAGUAY;88020409.26
2021;04;221;PARAGUAY;74554588.28
2021;01;221;PARAGUAY;68463042.17
2021;07;222;PERU;196225013.95
2021;04;222;PERU;129434960.38
2022;10;222;PERU;212405894.44
